athlete_id,athlete_name,gender,age,country_code,country,continent,year,city,host_country,season,sport,event,medal
227,Anna Moore,F,22,UZB,Uzbekistan,Asia,1972,Sapporo,Japan,Winter,Figure Skating,Figure Skating Mass Start,Gold
228,Olga Jones,F,37,AUS,Australia,Oceania,1972,Sapporo,Japan,Winter,Ice Hockey,Ice Hockey Slalom,Bronze
229,Wei Hill,M,41,CAN,Canada,North America,1984,Sarajevo,Yugoslavia,Winter,Speed Skating,Speed Skating Mass Start,Gold
230,Olga Adams,F,16,CUB,Cuba,North America,1924,Paris,France,Summer,Rowing,Quadruple Sculls,Bronze
231,Chris Hall,M,18,JPN,Japan,Asia,1964,Tokyo,Japan,Summer,Tennis,Mixed Doubles,Bronze
232,Lisa Moore,F,34,BEL,Belgium,Europe,2008,Beijing,China,Summer,Badminton,Mixed Doubles,Silver
233,Isabella Adams,F,20,SUI,Switzerland,Europe,1998,Nagano,Japan,Winter,Biathlon,Biathlon Slalom,Bronze
234,David Robinson,M,32,RUS,Russia,Europe,1992,Barcelona,Spain,Summer,Boxing,56kg,Gold
235,Fatima Jackson,F,18,POL,Poland,Europe,1928,St. Moritz,Switzerland,Winter,Bobsled,Bobsled Pursuit,Bronze
236,Rebecca Miller,F,35,AUT,Austria,Europe,1988,Seoul,South Korea,Summer,Shooting,25m Pistol,Bronze
237,Emma Smith,F,34,CAN,Canada,North America,1998,Nagano,Japan,Winter,Ice Hockey,Ice Hockey Sprint,Gold
238,Svetlana Smith,F,35,ROM,Romania,Europe,1904,St. Louis,USA,Summer,Taekwondo,+80kg,Silver
239,Yuna Hall,F,31,POR,Portugal,Europe,1996,Atlanta,USA,Summer,Archery,Individual Compound,Silver
240,Kim Rodriguez,F,30,CHN,China,Asia,1976,Montreal,Canada,Summer,Gymnastics,Trampoline,Bronze
241,Maria Lee,F,28,JAM,Jamaica,North America,1928,Amsterdam,Netherlands,Summer,Fencing,Sabre Team,Bronze
242,Maria Davis,F,23,CHN,China,Asia,1988,Seoul,South Korea,Summer,Weightlifting,94kg,Gold
243,Mohammed Clark,M,26,CUB,Cuba,North America,1952,Oslo,Norway,Winter,Luge,Luge Downhill,Gold
244,Mei Smith,F,25,SUI,Switzerland,Europe,2012,London,Great Britain,Summer,Boxing,81kg,Gold
245,Wei Brown,M,34,CUB,Cuba,North America,1968,Mexico City,Mexico,Summer,Table Tennis,Team,Gold
246,Ahmed Moore,M,19,ETH,Ethiopia,Africa,1952,Oslo,Norway,Winter,Skeleton,Skeleton Slalom,Silver
247,James Baker,M,28,ESP,Spain,Europe,2008,Beijing,China,Summer,Volleyball,Beach Volleyball,Bronze
248,Ivan Hernandez,M,28,ETH,Ethiopia,Africa,1932,Lake Placid,USA,Winter,Bobsled,Bobsled Giant Slalom,Bronze
249,Wei Rodriguez,M,28,JPN,Japan,Asia,1952,Helsinki,Finland,Summer,Canoe,Canoe Sprint,Bronze
250,James Moore,M,17,NZL,New Zealand,Oceania,1964,Tokyo,Japan,Summer,Wrestling,Freestyle 86kg,Bronze
251,Ivan Moore,M,35,SUI,Switzerland,Europe,1960,Rome,Italy,Summer,Badminton,Mixed Doubles,Silver
252,Nina Hill,F,34,NZL,New Zealand,Oceania,1994,Lillehammer,Norway,Winter,Bobsled,Bobsled Sprint,Bronze
253,Carlos Wilson,M,27,IND,India,Asia,1984,Sarajevo,Yugoslavia,Winter,Skeleton,Skeleton Mass Start,Silver
254,Hans Thompson,M,35,UZB,Uzbekistan,Asia,1992,Barcelona,Spain,Summer,Judo,78kg,Bronze
255,Aisha Mitchell,F,21,SVK,Slovakia,Europe,2016,Rio de Janeiro,Brazil,Summer,Taekwondo,80kg,Silver
256,Michael Hernandez,M,22,ROM,Romania,Europe,1928,Amsterdam,Netherlands,Summer,Cycling,Road Race,Silver
257,Ivan Mitchell,M,29,UZB,Uzbekistan,Asia,1968,Grenoble,France,Winter,Ice Hockey,Ice Hockey Downhill,Silver
258,Mei Scott,F,37,CZE,Czech Republic,Europe,2024,Paris,France,Summer,Swimming,800m Freestyle,Silver
259,Olga Thompson,F,33,IRN,Iran,Asia,1956,Cortina,Italy,Winter,Ice Hockey,Ice Hockey Slalom,Bronze
260,Claire Martinez,F,23,KEN,Kenya,Africa,1976,Innsbruck,Austria,Winter,Figure Skating,Figure Skating Pursuit,Bronze
261,Chiara Garcia,F,33,IND,India,Asia,1936,Berlin,Germany,Summer,Badminton,Doubles,Silver
262,James Martinez,M,25,POL,Poland,Europe,1924,Paris,France,Summer,Taekwondo,+73kg,Bronze
263,Mei White,F,39,POR,Portugal,Europe,1912,Stockholm,Sweden,Summer,Volleyball,Beach Volleyball,Gold
264,Anna Mitchell,F,20,CZE,Czech Republic,Europe,2020,Tokyo,Japan,Summer,Archery,Individual Compound,Bronze
265,Steven Brown,M,36,RUS,Russia,Europe,1992,Barcelona,Spain,Summer,Cycling,Keirin,Gold
266,Alexei Anderson,M,16,FRA,France,Europe,1968,Grenoble,France,Winter,Bobsled,Bobsled Slalom,Silver
267,Chris Clark,M,40,POR,Portugal,Europe,1998,Nagano,Japan,Winter,Skeleton,Skeleton Slalom,Silver
268,Marco Williams,M,33,POR,Portugal,Europe,1998,Nagano,Japan,Winter,Skiing,Skiing Team,Gold
269,Mei Thomas,F,41,GBR,Great Britain,Europe,1968,Grenoble,France,Winter,Cross-Country Skiing,Cross-Country Skiing Sprint,Bronze
270,Chris King,M,26,ZIM,Zimbabwe,Africa,1952,Oslo,Norway,Winter,Skiing,Skiing Individual,Bronze
271,Kim Wilson,F,24,JPN,Japan,Asia,1984,Sarajevo,Yugoslavia,Winter,Curling,Curling Slalom,Silver
272,Elena Johnson,F,38,POR,Portugal,Europe,1928,St. Moritz,Switzerland,Winter,Nordic Combined,Nordic Combined Slalom,Bronze
273,Darius Hall,M,35,HUN,Hungary,Europe,1960,Rome,Italy,Summer,Judo,57kg,Silver
274,David Wright,M,21,NZL,New Zealand,Oceania,1980,Lake Placid,USA,Winter,Bobsled,Bobsled Team,Silver
275,Claire Nelson,F,26,KEN,Kenya,Africa,1948,London,Great Britain,Summer,Athletics,110m Hurdles,Bronze
276,Yuna Brown,F,38,POR,Portugal,Europe,1988,Calgary,Canada,Winter,Skiing,Skiing Mass Start,Bronze
277,Aisha Robinson,F,37,CAN,Canada,North America,1924,Paris,France,Summer,Tennis,Doubles,Bronze
278,David King,M,31,SWE,Sweden,Europe,1924,Paris,France,Summer,Judo,100kg,Bronze
279,Rebecca White,F,40,UZB,Uzbekistan,Asia,1992,Albertville,France,Winter,Bobsled,Bobsled Downhill,Gold
280,Ingeborg Lee,F,32,MEX,Mexico,North America,2002,Salt Lake City,USA,Winter,Ski Jumping,Ski Jumping Team,Gold
281,Alexei Taylor,M,34,CZE,Czech Republic,Europe,1988,Calgary,Canada,Winter,Biathlon,Biathlon Individual,Gold
282,Peter Nelson,M,37,FIN,Finland,Europe,1956,Cortina,Italy,Winter,Cross-Country Skiing,Cross-Country Skiing Giant Slalom,Silver
283,Aisha Allen,F,20,RUS,Russia,Europe,1912,Stockholm,Sweden,Summer,Table Tennis,Team,Silver
284,Sarah Hall,F,39,SUI,Switzerland,Europe,1988,Calgary,Canada,Winter,Skiing,Skiing Giant Slalom,Silver
285,Ingeborg Jones,F,27,USA,United States,North America,2020,Tokyo,Japan,Summer,Athletics,20km Walk,Bronze
286,Darius Allen,M,40,CHN,China,Asia,1906,Athens,Greece,Summer,Gymnastics,Team,Silver
287,Sven Green,M,37,RSA,South Africa,Africa,1964,Innsbruck,Austria,Winter,Skeleton,Skeleton Downhill,Gold
288,Yuki Scott,M,33,ITA,Italy,Europe,1998,Nagano,Japan,Winter,Cross-Country Skiing,Cross-Country Skiing Super-G,Gold
289,Katarina Green,F,30,CHN,China,Asia,2008,Beijing,China,Summer,Cycling,Road Race,Silver
290,Maria Garcia,F,27,CUB,Cuba,North America,1984,Sarajevo,Yugoslavia,Winter,Luge,Luge Pursuit,Gold
291,Peter Jones,M,23,BEL,Belgium,Europe,2008,Beijing,China,Summer,Weightlifting,56kg,Gold
292,Marco Williams,M,23,TUR,Turkey,Asia,1992,Albertville,France,Winter,Skiing,Skiing Slalom,Silver
293,Ivan Martinez,M,20,NOR,Norway,Europe,1972,Sapporo,Japan,Winter,Figure Skating,Figure Skating Giant Slalom,Gold
294,Claire Taylor,F,23,AZE,Azerbaijan,Europe,2020,Tokyo,Japan,Summer,Taekwondo,57kg,Bronze
295,Rebecca Nelson,F,17,ZIM,Zimbabwe,Africa,1984,Los Angeles,USA,Summer,Cycling,Mountain Bike,Bronze
296,Katarina Walker,F,36,RUS,Russia,Europe,1932,Los Angeles,USA,Summer,Football,Football,Bronze
297,Yuki Thomas,M,25,BEL,Belgium,Europe,1956,Cortina,Italy,Winter,Nordic Combined,Nordic Combined Downhill,Bronze
298,Pierre Brown,M,41,ZIM,Zimbabwe,Africa,1976,Innsbruck,Austria,Winter,Figure Skating,Figure Skating Pursuit,Bronze
299,Steven Thompson,M,28,MEX,Mexico,North America,1968,Grenoble,France,Winter,Luge,Luge Giant Slalom,Gold
300,Mark Walker,M,17,AUS,Australia,Oceania,1960,Rome,Italy,Summer,Gymnastics,Team,Bronze
301,Diego Nelson,M,41,GER,Germany,Europe,1992,Albertville,France,Winter,Snowboard,Snowboard Individual,Bronze
302,Chris Johnson,M,26,IND,India,Asia,2000,Sydney,Australia,Summer,Archery,Team Recurve,Gold
303,Kwame White,M,38,IND,India,Asia,1932,Lake Placid,USA,Winter,Nordic Combined,Nordic Combined Team,Silver
304,Rebecca Lewis,F,30,ETH,Ethiopia,Africa,1948,London,Great Britain,Summer,Archery,Individual Compound,Silver
305,Chiara Wright,F,19,NGR,Nigeria,Africa,1948,St. Moritz,Switzerland,Winter,Bobsled,Bobsled Giant Slalom,Silver
306,Steven Taylor,M,34,BEL,Belgium,Europe,1936,Berlin,Germany,Summer,Volleyball,Beach Volleyball,Gold
307,Carlos Harris,M,22,ETH,Ethiopia,Africa,1948,St. Moritz,Switzerland,Winter,Curling,Curling Downhill,Silver
308,Isabella Lopez,F,24,NGR,Nigeria,Africa,1988,Calgary,Canada,Winter,Cross-Country Skiing,Cross-Country Skiing Pursuit,Bronze
309,Wei Anderson,M,39,SUI,Switzerland,Europe,1998,Nagano,Japan,Winter,Nordic Combined,Nordic Combined Slalom,Gold
310,James Jones,M,32,NED,Netherlands,Europe,2008,Beijing,China,Summer,Archery,Team Compound,Bronze
311,David Johnson,M,38,ETH,Ethiopia,Africa,1906,Athens,Greece,Summer,Athletics,Long Jump,Gold
312,Mei Smith,F,37,RUS,Russia,Europe,1980,Lake Placid,USA,Winter,Skeleton,Skeleton Super-G,Gold
313,Marco Garcia,M,32,USA,United States,North America,1984,Sarajevo,Yugoslavia,Winter,Curling,Curling Downhill,Bronze
314,Elena Davis,F,41,UZB,Uzbekistan,Asia,1952,Oslo,Norway,Winter,Skiing,Skiing Giant Slalom,Gold
315,Ingrid Miller,F,24,IRN,Iran,Asia,1984,Los Angeles,USA,Summer,Wrestling,Freestyle 86kg,Silver
316,Sven Miller,M,25,CUB,Cuba,North America,1968,Mexico City,Mexico,Summer,Tennis,Mixed Doubles,Bronze
317,Svetlana Johnson,F,17,RSA,South Africa,Africa,2024,Paris,France,Summer,Swimming,200m Freestyle,Bronze
318,Anna Scott,F,34,DEN,Denmark,Europe,1928,St. Moritz,Switzerland,Winter,Biathlon,Biathlon Slalom,Gold
319,Sven Garcia,M,18,KEN,Kenya,Africa,1936,Garmisch,Germany,Winter,Figure Skating,Figure Skating Slalom,Bronze
320,Kim Nelson,F,16,NED,Netherlands,Europe,1988,Calgary,Canada,Winter,Freestyle Skiing,Freestyle Skiing Individual,Gold
321,Steven Baker,M,34,ZIM,Zimbabwe,Africa,2012,London,Great Britain,Summer,Basketball,Basketball,Silver
322,Lars Miller,M,41,RSA,South Africa,Africa,2002,Salt Lake City,USA,Winter,Curling,Curling Super-G,Bronze
323,Lisa Rodriguez,F,23,FRA,France,Europe,2010,Vancouver,Canada,Winter,Bobsled,Bobsled Individual,Bronze
324,Mark Hernandez,M,36,JAM,Jamaica,North America,2014,Sochi,Russia,Winter,Snowboard,Snowboard Downhill,Silver
325,Katarina Nelson,F,21,RSA,South Africa,Africa,1936,Garmisch,Germany,Winter,Bobsled,Bobsled Giant Slalom,Bronze
326,Mark Taylor,M,18,CUB,Cuba,North America,1964,Innsbruck,Austria,Winter,Biathlon,Biathlon Mass Start,Silver
327,Anna Miller,F,27,RSA,South Africa,Africa,2006,Turin,Italy,Winter,Ski Jumping,Ski Jumping Sprint,Gold
328,Robert Thomas,M,20,KEN,Kenya,Africa,1956,Melbourne,Australia,Summer,Tennis,Doubles,Silver
329,Sarah Miller,F,19,ARG,Argentina,South America,1972,Sapporo,Japan,Winter,Curling,Curling Giant Slalom,Silver
330,Claire Allen,F,16,JAM,Jamaica,North America,1988,Seoul,South Korea,Summer,Gymnastics,Uneven Bars,Silver
331,Yuki Anderson,M,37,CUB,Cuba,North America,2014,Sochi,Russia,Winter,Biathlon,Biathlon Giant Slalom,Gold
332,Mark Allen,M,29,GER,Germany,Europe,1952,Helsinki,Finland,Summer,Judo,90kg,Silver
333,Chiara Lopez,F,23,ESP,Spain,Europe,1976,Innsbruck,Austria,Winter,Ski Jumping,Ski Jumping Team,Bronze
334,Michael Hall,M,25,FRA,France,Europe,1994,Lillehammer,Norway,Winter,Figure Skating,Figure Skating Slalom,Silver
335,Lucia Carter,F,26,UKR,Ukraine,Europe,2022,Beijing,China,Winter,Snowboard,Snowboard Downhill,Gold
336,Carlos Thomas,M,31,UZB,Uzbekistan,Asia,1956,Melbourne,Australia,Summer,Fencing,Epee Team,Silver
337,Yuki Garcia,M,26,ROM,Romania,Europe,1956,Cortina,Italy,Winter,Speed Skating,Speed Skating Slalom,Silver
338,Diego Adams,M,37,POL,Poland,Europe,1964,Tokyo,Japan,Summer,Weightlifting,53kg,Gold
339,Claire Jones,F,41,NOR,Norway,Europe,2008,Beijing,China,Summer,Tennis,Mixed Doubles,Silver
340,Fatima Taylor,F,23,AUT,Austria,Europe,2002,Salt Lake City,USA,Winter,Skeleton,Skeleton Sprint,Bronze
341,Ingrid Green,F,34,FIN,Finland,Europe,1972,Munich,Germany,Summer,Basketball,Basketball,Bronze
342,Diego Martin,M,19,ESP,Spain,Europe,2004,Athens,Greece,Summer,Football,Football,Bronze
343,Darius Hall,M,34,POR,Portugal,Europe,2000,Sydney,Australia,Summer,Volleyball,Volleyball,Silver
344,Steven Hill,M,24,USA,United States,North America,2016,Rio de Janeiro,Brazil,Summer,Football,Football,Bronze
345,Sofia Nelson,F,28,FIN,Finland,Europe,1984,Los Angeles,USA,Summer,Archery,Team Recurve,Bronze
346,Claire Allen,F,19,CHN,China,Asia,1980,Lake Placid,USA,Winter,Ice Hockey,Ice Hockey Super-G,Gold
347,Hans Lewis,M,32,RUS,Russia,Europe,1924,Paris,France,Summer,Wrestling,Freestyle 125kg,Silver
348,Lisa Robinson,F,26,UZB,Uzbekistan,Asia,1920,Antwerp,Belgium,Summer,Tennis,Mixed Doubles,Gold
349,Anna Anderson,F,36,CHN,China,Asia,2018,PyeongChang,South Korea,Winter,Nordic Combined,Nordic Combined Team,Bronze
350,Alexei Young,M,26,CZE,Czech Republic,Europe,1948,London,Great Britain,Summer,Table Tennis,Singles,Silver
351,Darius Young,M,21,AUT,Austria,Europe,1936,Garmisch,Germany,Winter,Ski Jumping,Ski Jumping Downhill,Silver
352,Sarah White,F,28,FIN,Finland,Europe,1900,Paris,France,Summer,Canoe,Canoe Sprint,Gold
353,Carlos Jackson,M,27,JPN,Japan,Asia,1952,Helsinki,Finland,Summer,Gymnastics,Uneven Bars,Silver
354,Ingrid Mitchell,F,35,MEX,Mexico,North America,1924,Paris,France,Summer,Shooting,Double Trap,Silver
355,Lars Robinson,M,37,KOR,South Korea,Asia,1992,Barcelona,Spain,Summer,Weightlifting,94kg,Bronze
356,Elena Lee,F,19,USA,United States,North America,1992,Barcelona,Spain,Summer,Gymnastics,Rhythmic Gymnastics,Bronze
357,Yuki Young,M,34,BEL,Belgium,Europe,1928,Amsterdam,Netherlands,Summer,Table Tennis,Team,Gold
358,Chris Moore,M,31,CZE,Czech Republic,Europe,1980,Moscow,Russia,Summer,Archery,Team Recurve,Gold
359,Michael Lopez,M,27,GRE,Greece,Europe,1956,Cortina,Italy,Winter,Cross-Country Skiing,Cross-Country Skiing Slalom,Gold
360,Katarina Lopez,F,29,CZE,Czech Republic,Europe,1932,Lake Placid,USA,Winter,Cross-Country Skiing,Cross-Country Skiing Downhill,Silver
361,Mohammed Smith,M,18,NGR,Nigeria,Africa,2006,Turin,Italy,Winter,Cross-Country Skiing,Cross-Country Skiing Slalom,Gold
362,Isabella King,F,21,SWE,Sweden,Europe,1952,Oslo,Norway,Winter,Skiing,Skiing Mass Start,Bronze
363,John Garcia,M,34,CZE,Czech Republic,Europe,2010,Vancouver,Canada,Winter,Ski Jumping,Ski Jumping Slalom,Bronze
364,John Martin,M,29,FIN,Finland,Europe,2020,Tokyo,Japan,Summer,Volleyball,Volleyball,Silver
365,John Martin,M,30,POL,Poland,Europe,1904,St. Louis,USA,Summer,Tennis,Doubles,Gold
366,Lauren Moore,F,21,KAZ,Kazakhstan,Asia,2018,PyeongChang,South Korea,Winter,Nordic Combined,Nordic Combined Super-G,Gold
367,Fatima Carter,F,33,ROM,Romania,Europe,2020,Tokyo,Japan,Summer,Rowing,Single Sculls,Bronze
368,Katarina Davis,F,32,ETH,Ethiopia,Africa,1928,St. Moritz,Switzerland,Winter,Bobsled,Bobsled Mass Start,Gold
369,David Martin,M,38,KEN,Kenya,Africa,2012,London,Great Britain,Summer,Football,Football,Gold
370,Maria Baker,F,31,AZE,Azerbaijan,Europe,2006,Turin,Italy,Winter,Bobsled,Bobsled Pursuit,Bronze
371,Diego Miller,M,36,FIN,Finland,Europe,1952,Helsinki,Finland,Summer,Football,Football,Silver
372,Mei Clark,F,30,UZB,Uzbekistan,Asia,1980,Lake Placid,USA,Winter,Nordic Combined,Nordic Combined Mass Start,Bronze
373,Rebecca Hall,F,18,AUT,Austria,Europe,1896,Athens,Greece,Summer,Gymnastics,Trampoline,Gold
374,Nina Adams,F,25,KEN,Kenya,Africa,1972,Munich,Germany,Summer,Rowing,Lightweight Four,Bronze
375,John King,M,17,UKR,Ukraine,Europe,1924,Chamonix,France,Winter,Snowboard,Snowboard Slalom,Gold
376,David Robinson,M,38,DEN,Denmark,Europe,1924,Paris,France,Summer,Boxing,81kg,Gold
377,Yuki Robinson,M,17,USA,United States,North America,1952,Helsinki,Finland,Summer,Gymnastics,Rhythmic Gymnastics,Bronze
378,John Johnson,M,38,POR,Portugal,Europe,2004,Athens,Greece,Summer,Cycling,Mountain Bike,Gold
379,Sven Hernandez,M,32,SVK,Slovakia,Europe,1976,Innsbruck,Austria,Winter,Biathlon,Biathlon Sprint,Gold
380,Robert Harris,M,31,DEN,Denmark,Europe,1896,Athens,Greece,Summer,Fencing,Foil Individual,Silver
381,Diego Moore,M,28,IRN,Iran,Asia,1912,Stockholm,Sweden,Summer,Weightlifting,62kg,Bronze
382,Darius Anderson,M,35,MEX,Mexico,North America,2002,Salt Lake City,USA,Winter,Ice Hockey,Ice Hockey Team,Silver
383,Kwame Hernandez,M,29,AUT,Austria,Europe,1960,Squaw Valley,USA,Winter,Nordic Combined,Nordic Combined Pursuit,Gold
384,Lucia Clark,F,27,SVK,Slovakia,Europe,1912,Stockholm,Sweden,Summer,Weightlifting,69kg,Gold
385,Ingeborg Smith,F,40,CUB,Cuba,North America,1948,London,Great Britain,Summer,Shooting,10m Air Pistol,Bronze
386,Emma Martin,F,36,NZL,New Zealand,Oceania,1956,Melbourne,Australia,Summer,Rowing,Pair,Silver
387,Michael Lee,M,32,NGR,Nigeria,Africa,1964,Innsbruck,Austria,Winter,Biathlon,Biathlon Pursuit,Silver
388,Hans Jones,M,40,ESP,Spain,Europe,1924,Chamonix,France,Winter,Luge,Luge Downhill,Gold
389,Yuki Hill,M,41,USA,United States,North America,1992,Barcelona,Spain,Summer,Gymnastics,Floor Exercise,Silver
390,Svetlana Green,F,18,DEN,Denmark,Europe,1996,Atlanta,USA,Summer,Table Tennis,Team,Bronze
391,Aisha White,F,18,AUS,Australia,Oceania,1994,Lillehammer,Norway,Winter,Ice Hockey,Ice Hockey Mass Start,Gold
392,Lars Young,M,25,SVK,Slovakia,Europe,1984,Sarajevo,Yugoslavia,Winter,Bobsled,Bobsled Downhill,Bronze
393,John King,M,29,CUB,Cuba,North America,2024,Paris,France,Summer,Cycling,Road Race,Bronze
394,Michael Moore,M,19,COL,Colombia,South America,1992,Albertville,France,Winter,Skiing,Skiing Mass Start,Bronze
395,Olga Moore,F,21,MEX,Mexico,North America,1896,Athens,Greece,Summer,Boxing,81kg,Bronze
396,Ahmed Garcia,M,26,ITA,Italy,Europe,2014,Sochi,Russia,Winter,Cross-Country Skiing,Cross-Country Skiing Mass Start,Bronze
397,Olga Brown,F,32,NGR,Nigeria,Africa,1908,London,Great Britain,Summer,Shooting,10m Air Pistol,Silver
398,Sven Wilson,M,34,KOR,South Korea,Asia,2024,Paris,France,Summer,Taekwondo,68kg,Gold
399,James Wright,M,23,GBR,Great Britain,Europe,2010,Vancouver,Canada,Winter,Curling,Curling Individual,Silver
400,Nina Martin,F,23,GBR,Great Britain,Europe,1964,Innsbruck,Austria,Winter,Ice Hockey,Ice Hockey Sprint,Silver
401,Aisha Brown,F,19,GER,Germany,Europe,2008,Beijing,China,Summer,Fencing,Sabre Individual,Gold
402,Sofia Martinez,F,18,GBR,Great Britain,Europe,1936,Garmisch,Germany,Winter,Ski Jumping,Ski Jumping Giant Slalom,Silver
403,Peter Martinez,M,27,SUI,Switzerland,Europe,1956,Cortina,Italy,Winter,Biathlon,Biathlon Giant Slalom,Bronze
404,Mei Jackson,F,34,SUI,Switzerland,Europe,2016,Rio de Janeiro,Brazil,Summer,Judo,70kg,Bronze
405,Michael Harris,M,29,KOR,South Korea,Asia,1984,Sarajevo,Yugoslavia,Winter,Ski Jumping,Ski Jumping Pursuit,Bronze
406,Sven Walker,M,40,UKR,Ukraine,Europe,1960,Squaw Valley,USA,Winter,Freestyle Skiing,Freestyle Skiing Individual,Bronze
407,Emma Taylor,F,31,BRA,Brazil,South America,2008,Beijing,China,Summer,Judo,66kg,Bronze
408,Olga King,F,38,MEX,Mexico,North America,1952,Helsinki,Finland,Summer,Gymnastics,Floor Exercise,Bronze
409,Jessica Baker,F,18,AUT,Austria,Europe,1912,Stockholm,Sweden,Summer,Taekwondo,58kg,Gold
410,Chiara Clark,F,38,JPN,Japan,Asia,1972,Munich,Germany,Summer,Wrestling,Freestyle 86kg,Silver
411,Diego Nelson,M,20,GER,Germany,Europe,1972,Sapporo,Japan,Winter,Speed Skating,Speed Skating Pursuit,Gold
412,Rebecca Lewis,F,19,JAM,Jamaica,North America,1928,Amsterdam,Netherlands,Summer,Weightlifting,69kg,Gold
413,Thomas Robinson,M,18,BRA,Brazil,South America,1972,Sapporo,Japan,Winter,Speed Skating,Speed Skating Slalom,Bronze
414,Lisa Martin,F,20,NOR,Norway,Europe,2004,Athens,Greece,Summer,Canoe,Canoe Sprint,Silver
415,Elena Smith,F,24,AZE,Azerbaijan,Europe,1968,Mexico City,Mexico,Summer,Table Tennis,Singles,Silver
416,Pierre Davis,M,19,CZE,Czech Republic,Europe,2024,Paris,France,Summer,Tennis,Mixed Doubles,Gold
417,Yuki Lee,M,22,SWE,Sweden,Europe,1924,Paris,France,Summer,Athletics,200m,Bronze
418,Peter Hernandez,M,18,GER,Germany,Europe,1996,Atlanta,USA,Summer,Gymnastics,Uneven Bars,Gold
419,Elena Baker,F,17,GBR,Great Britain,Europe,1912,Stockholm,Sweden,Summer,Fencing,Foil Individual,Silver
420,Lucia Thomas,F,37,CHN,China,Asia,2020,Tokyo,Japan,Summer,Basketball,3x3 Basketball,Silver
421,Kwame Mitchell,M,35,KAZ,Kazakhstan,Asia,1936,Berlin,Germany,Summer,Boxing,64kg,Gold
422,Lisa Garcia,F,17,BEL,Belgium,Europe,1998,Nagano,Japan,Winter,Speed Skating,Speed Skating Slalom,Silver
423,Alexei Smith,M,36,POR,Portugal,Europe,1924,Chamonix,France,Winter,Luge,Luge Pursuit,Silver
424,Jessica Hill,F,27,IRN,Iran,Asia,2016,Rio de Janeiro,Brazil,Summer,Volleyball,Beach Volleyball,Silver
425,Yuna Smith,F,35,CHN,China,Asia,1964,Innsbruck,Austria,Winter,Speed Skating,Speed Skating Sprint,Silver
426,John Martin,M,21,POL,Poland,Europe,1906,Athens,Greece,Summer,Badminton,Mixed Doubles,Bronze
427,Yuki Lewis,M,34,RUS,Russia,Europe,1948,London,Great Britain,Summer,Shooting,Skeet,Gold
428,Sarah Lewis,F,34,UZB,Uzbekistan,Asia,1932,Los Angeles,USA,Summer,Cycling,Omnium,Bronze
429,Mei Williams,F,21,NGR,Nigeria,Africa,1988,Calgary,Canada,Winter,Ice Hockey,Ice Hockey Pursuit,Gold
430,Nina Mitchell,F,16,CHN,China,Asia,1906,Athens,Greece,Summer,Cycling,Keirin,Gold
431,Carlos Brown,M,41,KAZ,Kazakhstan,Asia,2018,PyeongChang,South Korea,Winter,Ice Hockey,Ice Hockey Super-G,Gold
432,Olga Hall,F,18,MEX,Mexico,North America,1928,Amsterdam,Netherlands,Summer,Taekwondo,68kg,Bronze
433,Marco Young,M,21,JAM,Jamaica,North America,1920,Antwerp,Belgium,Summer,Fencing,Sabre Individual,Bronze
434,Katarina Nelson,F,23,KAZ,Kazakhstan,Asia,1980,Moscow,Russia,Summer,Fencing,Epee Individual,Gold
435,Michael Baker,M,39,JPN,Japan,Asia,1964,Innsbruck,Austria,Winter,Speed Skating,Speed Skating Mass Start,Silver
436,Mohammed Davis,M,36,KOR,South Korea,Asia,2024,Paris,France,Summer,Taekwondo,49kg,Silver
